Mode,MinSup,MaxPer,PFItemCount,prepare_database,make_transaction,build_tree,upfp_growth,produce_pattern,max_pattern_length,potential_max_length,potential_pattern_count,size_tree
1.0,1.0,23170.47500592079,862.0,2.3390283759999875,0.0,11.211716510999395,64.26429004199963,4.833341362000283,9.0,13.0,89057.0,718851.0
1.0,1.0,23170.47500592079,862.0,2.4053270030008207,0.0,11.47300361500038,67.97414942499927,4.562245290999272,9.0,13.0,89055.0,718851.0
1.0,1.0,23170.47500592079,862.0,2.531478032999985,0.0,11.706820977000461,71.56447457600007,4.320092951000333,9.0,13.0,89186.0,718851.0
1.0,1.0,23170.47500592079,862.0,2.3729429330005587,0.0,11.5979841999997,75.41351757899974,4.450489750000088,9.0,13.0,89044.0,718851.0
1.0,1.0,46340.95001184158,867.0,2.483322322999811,0.0,12.11368833800043,84.16116991599938,5.172450179000407,9.0,13.0,149722.0,718913.0
1.0,1.0,46340.95001184158,867.0,2.4506734159995176,0.0,11.577593087999958,84.10673269699964,5.081867113000044,9.0,13.0,149795.0,718913.0
1.0,1.0,46340.95001184158,867.0,2.3636154569994687,0.0,11.263609708999866,87.59395531700011,5.054291729000397,9.0,13.0,149753.0,718913.0
1.0,1.0,46340.95001184158,867.0,2.3478835610003443,0.0,11.559175836000577,86.0948072860001,4.998396924999724,9.0,13.0,149765.0,718913.0
1.0,1.0,92681.90002368316,869.0,2.4501384549994327,0.0,11.221061147,93.66439461399932,5.375375339999664,9.0,13.0,223872.0,718930.0
1.0,1.0,92681.90002368316,869.0,2.3158144740000353,0.0,11.204713949000507,93.897426472,5.045526672999586,9.0,13.0,223662.0,718930.0
1.0,1.0,92681.90002368316,869.0,2.1814937970002575,0.0,10.891645550000248,90.1800084510005,5.067872227999942,9.0,13.0,223803.0,718930.0
1.0,1.0,92681.90002368316,869.0,2.251246820000233,0.0,11.201576419999583,92.2402954449999,5.001623469000151,9.0,13.0,223804.0,718930.0
