,Item,ExpSup,MaxPeriod
0,Bus_LOW,1906.446089441247,59.0
1,AQI_PM2.5_lv2,1559.718045112782,54.0
2,Truck_LOW,1525.4483334347515,55.0
3,Car_MODERATE,928.9013689495257,56.0
4,Person_MODERATE,810.4478519966367,54.0
5,Motorbike_HIGH,754.9380758567631,72.0
6,Person_LOW,751.9392672403815,67.0
7,Motorbike_LOW,704.8493365883701,92.0
8,Car_HIGH,358.373565034637,108.0
9,Motorbike_MODERATE,298.4778197129791,59.0
10,Car_LOW,286.1853582213636,158.0
11,Truck_MODERATE,281.9866032379858,144.0
12,Person_HIGH,163.82568557057283,264.0
13,Bus_MODERATE,70.19635336321856,174.0
14,Truck_HIGH,47.996905429189795,261.0
15,Bus_HIGH,17.405483405483402,340.0
