,Item,ExpSup,MaxPeriod
0,Bus_LOW,512.3505932762395,109.0
1,Truck_LOW,440.46163078141717,109.0
2,AQI_PM10_lv3,389.4602091086302,109.0
3,Car_MODERATE,258.04738851847026,109.0
4,Motorbike_LOW,202.27944216759843,143.0
5,Person_LOW,186.289533723342,143.0
6,Person_MODERATE,180.10776438405318,143.0
7,Motorbike_MODERATE,163.4433976264155,162.0
8,Car_LOW,103.97501841645231,388.0
9,Motorbike_HIGH,102.62359513115065,179.0
10,Person_HIGH,90.98099541954053,212.0
11,Truck_MODERATE,63.167186857606595,194.0
12,Car_HIGH,61.20141102584396,314.0
13,Bus_MODERATE,21.577442915362205,323.0
14,Truck_HIGH,5.976325757575757,491.0
15,Bus_HIGH,1.9047619047619044,1309.0
