,Item,ExpSup,MaxPeriod
0,Bus_LOW,596.6095309149753,190.0
1,AQI_PM2.5_lv1,568.6428571428571,190.0
2,Truck_LOW,506.1938784399353,190.0
3,Motorbike_LOW,317.8757589709735,281.0
4,Person_LOW,317.20347009632127,287.0
5,Car_MODERATE,291.8318075913995,190.0
6,Person_MODERATE,209.54310823444763,190.0
7,Motorbike_HIGH,170.41734935625425,286.0
8,Car_LOW,128.12663037945993,281.0
9,Motorbike_MODERATE,82.14067789465857,286.0
10,Car_HIGH,81.72322298388411,191.0
11,Truck_MODERATE,76.71617679472189,191.0
12,Person_HIGH,36.06334964502055,440.0
13,Bus_MODERATE,27.108847606574482,214.0
14,Truck_HIGH,11.600961538461537,396.0
15,Bus_HIGH,6.518518518518518,490.0
