,Item,ExpSup,MaxPeriod
0,Bus_LOW,985.6409106040086,60.0
1,Truck_LOW,827.5660042684218,60.0
2,AQI_PM2.5_lv4,801.618828908491,60.0
3,Car_MODERATE,502.30955645411484,69.0
4,Motorbike_LOW,382.1798445188857,120.0
5,Person_MODERATE,363.6685731798699,127.0
6,Person_LOW,360.1087157015378,78.0
7,Motorbike_MODERATE,311.047143789826,143.0
8,Motorbike_HIGH,204.10613203633065,127.0
9,Car_LOW,184.75477317426078,362.0
10,Person_HIGH,156.7881826773421,177.0
11,Truck_MODERATE,130.82812461718572,128.0
12,Car_HIGH,126.49153470942821,174.0
13,Bus_MODERATE,40.22617938247889,325.0
14,Truck_HIGH,15.237564792663475,481.0
15,Bus_HIGH,5.57142857142857,1064.0
