,Item,ExpSup,MaxPeriod
0,Bus_LOW,2940.5177183673923,54.0
1,AQI_PM10_lv2,2562.509050403787,54.0
2,Truck_LOW,2345.548859446023,54.0
3,Car_MODERATE,1481.4539954266124,54.0
4,Person_MODERATE,1247.5326721888587,54.0
5,Person_LOW,1038.1505383840124,56.0
6,Motorbike_LOW,983.1221175183912,66.0
7,Motorbike_HIGH,940.3993828489959,54.0
8,Motorbike_MODERATE,761.5107699050121,54.0
9,Car_HIGH,519.7075119281933,56.0
10,Truck_MODERATE,483.9767082752106,54.0
11,Car_LOW,458.0121905642161,112.0
12,Person_HIGH,353.1648533681536,100.0
13,Bus_MODERATE,134.52706346744225,256.0
14,Truck_HIGH,48.2494253102789,378.0
15,Bus_HIGH,19.445651080945197,334.0
