,Item,ExpSup,MaxPeriod
0,Truck_LOW,25.840016708437762,644.0
1,Bus_LOW,25.596491228070178,644.0
2,AQI_PM2.5_lv5,19.933951527924126,644.0
3,Car_MODERATE,19.88876266504475,644.0
4,Person_MODERATE,16.583460896538128,644.0
5,Motorbike_HIGH,11.664299804719363,685.0
6,Motorbike_MODERATE,9.862166912902493,644.0
7,Person_LOW,5.897874956698487,687.0
8,Bus_MODERATE,3.624999999999999,907.0
9,Car_LOW,3.0714285714285716,886.0
10,Truck_MODERATE,2.9638590576090573,872.0
11,Motorbike_LOW,2.745819397993311,872.0
12,Person_HIGH,2.6666666666666665,886.0
13,Car_HIGH,1.3753665689149561,685.0
