,Item,ExpSup,MaxPeriod
0,AQI_CO_lv5,465.83103448275864,200.0
1,Bus_LOW,425.8924376726563,200.0
2,Truck_LOW,355.85180187941074,200.0
3,Car_MODERATE,189.43315024131525,200.0
4,Motorbike_LOW,171.40249150671025,204.0
5,Person_MODERATE,166.1115080448259,202.0
6,Person_LOW,161.13365940937223,205.0
7,Motorbike_HIGH,122.74439912840057,200.0
8,Car_LOW,118.3262559691751,214.0
9,Motorbike_MODERATE,102.39557228398995,203.0
10,Truck_MODERATE,66.71236803619024,203.0
11,Person_HIGH,63.668689186200794,200.0
12,Car_HIGH,50.872877673294276,203.0
13,Bus_MODERATE,25.707274861870054,203.0
14,Truck_HIGH,7.101169590643274,223.0
15,Bus_HIGH,2.0,289.0
