,Item,ExpSup,MaxPeriod
0,AQI_O3_lv1,5524.0,49.0
1,Bus_LOW,5081.282511690009,49.0
2,Truck_LOW,4108.02229435729,49.0
3,Car_MODERATE,2521.9614909078828,49.0
4,Person_MODERATE,2084.869824576815,49.0
5,Person_LOW,1995.9032520839792,55.0
6,Motorbike_LOW,1902.375027068037,63.0
7,Motorbike_HIGH,1668.7805391169302,50.0
8,Motorbike_MODERATE,1115.7463579720845,54.0
9,Car_HIGH,898.8418163522222,50.0
10,Car_LOW,813.6158960770188,100.0
11,Truck_MODERATE,783.7668545647987,49.0
12,Person_HIGH,535.5796816871298,78.0
13,Bus_MODERATE,221.82612285581757,120.0
14,Truck_HIGH,97.05448431834597,253.0
15,Bus_HIGH,36.36416959946371,316.0
