,Item,ExpSup,MaxPeriod
0,Bus_LOW,480.7346614735108,135.0
1,AQI_O3_lv5,428.3458974358974,135.0
2,Truck_LOW,387.27084833703134,136.0
3,Car_MODERATE,229.4073098364232,162.0
4,Person_MODERATE,205.53506519100583,136.0
5,Motorbike_HIGH,200.56900885208722,135.0
6,Person_LOW,159.95785411505975,217.0
7,Motorbike_LOW,142.92627319036566,457.0
8,Car_LOW,103.08457527367091,423.0
9,Motorbike_MODERATE,93.16906996646551,215.0
10,Truck_MODERATE,70.65128428253901,233.0
11,Car_HIGH,68.47686857943579,193.0
12,Person_HIGH,59.40985526983381,334.0
13,Bus_MODERATE,17.231241004682058,408.0
14,Truck_HIGH,11.850690975690975,388.0
15,Bus_HIGH,2.418181818181818,814.0
