,Item,ExpSup,MaxPeriod
0,368,7862.321,113.0
1,529,7082.315,133.0
2,829,6841.142999999998,146.0
3,766,6236.237999999999,112.0
4,722,5878.275000000001,136.0
5,354,5797.438999999999,140.0
6,684,5375.073,184.0
7,217,5345.286999999999,204.0
8,494,5101.821,186.0
9,419,5042.517999999999,159.0
10,692,5020.154,143.0
11,120,4978.844999999999,174.0
12,883,4923.17,197.0
13,937,4664.168000000001,201.0
14,145,4597.888000000002,189.0
15,177,4593.361000000001,183.0
16,438,4536.465999999999,232.0
17,460,4424.72,185.0
18,362,4375.777000000001,224.0
19,789,4299.72,327.0
20,39,4256.324,236.0
21,32,4247.671000000001,219.0
22,682,4174.329000000001,182.0
23,470,4114.952,243.0
24,283,4096.9039999999995,229.0
25,914,4069.4309999999996,242.0
26,538,4029.123000000001,283.0
27,966,3957.138,190.0
28,720,3878.6650000000004,182.0
29,183,3835.0009999999997,206.0
30,541,3789.643000000001,271.0
31,775,3771.5389999999998,228.0
32,919,3694.9060000000004,288.0
33,947,3678.8209999999995,219.0
34,888,3678.7730000000006,287.0
35,401,3655.5849999999996,277.0
36,205,3639.218999999999,231.0
37,862,3627.5379999999996,223.0
38,956,3621.19,264.0
39,71,3511.195,231.0
40,346,3486.0389999999993,223.0
41,489,3431.1069999999995,242.0
42,12,3430.0369999999994,237.0
43,895,3371.297,255.0
44,795,3344.442,302.0
45,510,3277.0480000000007,290.0
46,598,3235.0860000000002,299.0
47,487,3133.516,294.0
48,614,3133.2139999999995,263.0
49,75,3121.3870000000006,259.0
50,798,3109.8769999999995,254.0
51,825,3097.9940000000006,271.0
52,8,3097.726,355.0
53,350,3085.3000000000006,261.0
54,793,3069.6139999999996,407.0
55,509,3064.2649999999994,254.0
56,885,3036.3720000000003,257.0
57,886,3029.282,298.0
58,279,3019.4669999999996,228.0
59,918,2998.6109999999994,275.0
60,675,2979.7950000000005,284.0
61,581,2951.5639999999994,323.0
62,381,2934.8529999999996,303.0
63,571,2880.2509999999993,320.0
64,471,2875.828,526.0
65,597,2856.484999999999,301.0
66,758,2851.6049999999996,381.0
67,569,2846.7790000000005,306.0
68,854,2846.1770000000006,334.0
69,548,2838.1000000000004,342.0
70,871,2819.2140000000004,341.0
71,526,2815.347,236.0
72,175,2803.990999999999,299.0
73,844,2800.027,302.0
74,694,2799.513000000001,263.0
75,561,2796.683,283.0
76,72,2789.908,282.0
77,944,2789.708,312.0
78,631,2785.7149999999997,280.0
79,93,2783.071,256.0
80,960,2762.6459999999997,351.0
81,239,2747.7700000000004,256.0
82,782,2746.0339999999997,318.0
83,57,2732.451,323.0
84,797,2724.9280000000003,285.0
85,522,2718.41,244.0
86,390,2705.9770000000003,276.0
87,998,2696.814,269.0
88,112,2691.854,268.0
89,676,2689.1079999999997,275.0
90,140,2682.5099999999998,270.0
91,132,2670.2220000000007,301.0
92,285,2667.1370000000006,376.0
93,661,2666.2250000000004,334.0
94,413,2664.6639999999993,360.0
95,653,2661.1350000000007,305.0
96,21,2649.3859999999995,277.0
97,606,2646.3349999999996,543.0
98,617,2640.1809999999996,408.0
99,752,2620.239,341.0
100,236,2615.7419999999997,441.0
101,274,2613.981,311.0
102,54,2600.5629999999996,291.0
103,593,2598.1800000000003,281.0
104,151,2596.3870000000006,368.0
105,674,2549.2369999999996,289.0
106,276,2498.877,343.0
107,778,2497.022,313.0
108,48,2480.064,295.0
109,634,2478.653,336.0
110,78,2477.405,394.0
111,477,2440.706,289.0
112,38,2426.8139999999994,341.0
113,392,2409.967,349.0
114,788,2409.4680000000003,381.0
115,70,2395.065,488.0
116,921,2379.53,370.0
117,663,2376.8109999999997,363.0
118,242,2363.687,474.0
119,69,2358.6859999999997,370.0
120,161,2347.2590000000005,345.0
121,229,2325.549,349.0
122,780,2317.96,407.0
123,480,2310.2599999999998,375.0
124,638,2297.4170000000004,359.0
125,874,2245.7360000000003,308.0
126,296,2235.2529999999992,358.0
127,523,2222.202,347.0
128,803,2214.1919999999996,343.0
129,27,2206.204,447.0
130,579,2187.4619999999995,363.0
131,204,2185.5239999999994,311.0
132,73,2175.507,324.0
133,116,2174.793,362.0
134,744,2163.729,345.0
135,6,2133.5449999999996,376.0
136,334,2129.45,411.0
137,809,2121.67,340.0
138,280,2118.2210000000005,339.0
139,620,2116.9909999999995,428.0
140,472,2111.917,340.0
141,196,2108.408,435.0
142,738,2103.9740000000006,579.0
143,387,2098.138,309.0
144,450,2096.0939999999996,329.0
145,832,2082.199,464.0
146,970,2075.7760000000003,385.0
147,878,2072.9,340.0
148,826,2060.0649999999996,394.0
