MinSup,MaxPer,PFItemCount,prepare_database,make_transaction,build_tree,upfp_growth,produce_pattern
4096.0,76.10925536017415,10.0,0.04709196200565202,1.2614964460008196,0.1901664199976949,0.11792713799513876,0.02168649099621689
4096.0,76.10925536017415,10.0,0.03713014900131384,1.3872909939964302,0.108214569001575,0.13553525900351815,0.030485568000585772
4096.0,76.10925536017415,10.0,0.04894497899658745,1.3493681330000982,0.12459009400481591,0.13245229599851882,0.02456928500032518
4096.0,76.10925536017415,10.0,0.04518354200263275,1.3900523920019623,0.10222567000164418,0.12405460300215054,0.027270387996395584
4096.0,76.10925536017415,10.0,0.044781358003092464,1.3893616950008436,0.09595051699579926,0.11691359600081341,0.02961830300046131
4096.0,152.2185107203483,10.0,0.046738821001781616,1.4504387259948999,0.10914472099830164,0.12124499399942579,0.029206245999375824
4096.0,152.2185107203483,10.0,0.045441732996550854,1.2935537280063727,0.10354465200362029,0.1298570010039839,0.02953815000364557
4096.0,152.2185107203483,10.0,0.045318310003494844,1.3412933339932351,0.10856411400163779,0.1206017289950978,0.034758537003654055
4096.0,152.2185107203483,10.0,0.0438979169994127,1.419203245000972,0.12909393099835142,0.12678175600012764,0.030856276003760286
4096.0,152.2185107203483,10.0,0.04377713999565458,1.3141571739979554,0.10005396600172389,0.11750111800211016,0.033405892994778696
4096.0,304.4370214406966,10.0,0.04434788200160256,1.4383940730040194,0.09755322899582097,0.11854863400367321,0.030963978002546355
4096.0,304.4370214406966,10.0,0.0468150059969048,1.353497805997904,0.1147920469957171,0.13372517399693606,0.03084180499718059
4096.0,304.4370214406966,10.0,0.04526610200264258,1.36677055900509,0.1322132409986807,0.11474831699888455,0.03174051800306188
4096.0,304.4370214406966,10.0,0.04708352399757132,1.3054351329992642,0.11372889499762096,0.12242873099603457,0.03346325099846581
4096.0,304.4370214406966,10.0,0.04272591599874431,1.3028497190025519,0.11036029199749464,0.11775836799643002,0.03210748900164617
4096.0,608.8740428813932,10.0,0.04372646900446853,1.4096186659953673,0.09814282899606042,0.12479362299927743,0.03738038000301458
4096.0,608.8740428813932,10.0,0.045733330996881705,1.3347934400007944,0.10028990399587201,0.12705146599910222,0.03649969600519398
4096.0,608.8740428813932,10.0,0.037901837000390515,1.265119057999982,0.11098951200256124,0.11852203399757855,0.040732201996434014
4096.0,608.8740428813932,10.0,0.04021686199848773,1.2614891810007975,0.09759168400341878,0.13082219500211067,0.03297971400024835
